file,key,legacySection,legacyComment,visibleText,helpCaptionText,explicitAction,actionType,targetPageKey,targetFit,legacyMessage,needsActionReview
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_3.fit,game.mcl_cm_op2_3.button.mission_14,Button0,mission 14,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_3.fit,game.mcl_cm_op2_3.button.mission_15,Button1,mission 15,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_3.fit,game.mcl_cm_op2_3.button.mission_16,Button2,mission 16,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op2_3.fit,game.mcl_cm_op2_3.button.mission_17,Button3,mission 17,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_1.fit,game.mcl_cm_op3_1.button.mission_18,Button0,mission 18,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_2.fit,game.mcl_cm_op3_2.button.mission_19,Button0,mission 19,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_2.fit,game.mcl_cm_op3_2.button.mission_20,Button1,mission 20,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_2.fit,game.mcl_cm_op3_2.button.mission_21,Button2,mission 21,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_2.fit,game.mcl_cm_op3_2.button.mission_22,Button3,mission 22,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_3.fit,game.mcl_cm_op3_3.button.mission_23,Button0,mission 23,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op3_4.fit,game.mcl_cm_op3_4.button.mission_24,Button0,mission 24,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample.fit,game.mcl_cm_op_sample.button.mission1,Button0,mission1,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample.fit,game.mcl_cm_op_sample.button.mission2,Button1,mission2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample.fit,game.mcl_cm_op_sample.button.mission3,Button2,mission3,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample.fit,game.mcl_cm_op_sample.button.mission4,Button3,mission4,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample.fit,game.mcl_cm_op_sample.button.mission5,Button4,mission5,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_1_mission.fit,game.mcl_cm_op_sample_1_mission.button.mission_2,Button0,mission 2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_2_missions.fit,game.mcl_cm_op_sample_2_missions.button.button,Button0,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_2_missions.fit,game.mcl_cm_op_sample_2_missions.button.button_01,Button1,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_3_missions.fit,game.mcl_cm_op_sample_3_missions.button.mission_19,Button0,mission 19,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_3_missions.fit,game.mcl_cm_op_sample_3_missions.button.mission_20,Button1,mission 20,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_3_missions.fit,game.mcl_cm_op_sample_3_missions.button.mission_21,Button2,mission 21,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_4_missions.fit,game.mcl_cm_op_sample_4_missions.button.mission_14,Button0,mission 14,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_4_missions.fit,game.mcl_cm_op_sample_4_missions.button.mission_15,Button1,mission 15,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_4_missions.fit,game.mcl_cm_op_sample_4_missions.button.mission_16,Button2,mission 16,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_op_sample_4_missions.fit,game.mcl_cm_op_sample_4_missions.button.mission_17,Button3,mission 17,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_1.fit,game.mcl_cm_opgeneric_1.button.mission_2,Button0,mission 2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_2.fit,game.mcl_cm_opgeneric_2.button.button,Button0,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_2.fit,game.mcl_cm_opgeneric_2.button.button_01,Button1,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_3.fit,game.mcl_cm_opgeneric_3.button.mission_19,Button0,mission 19,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_3.fit,game.mcl_cm_opgeneric_3.button.mission_20,Button1,mission 20,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_3.fit,game.mcl_cm_opgeneric_3.button.mission_21,Button2,mission 21,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_4.fit,game.mcl_cm_opgeneric_4.button.mission_14,Button0,mission 14,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_4.fit,game.mcl_cm_opgeneric_4.button.mission_15,Button1,mission 15,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_4.fit,game.mcl_cm_opgeneric_4.button.mission_16,Button2,mission 16,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opgeneric_4.fit,game.mcl_cm_opgeneric_4.button.mission_17,Button3,mission 17,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opplayer.fit,game.mcl_cm_opplayer.button.mission1,Button0,mission1,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opplayer.fit,game.mcl_cm_opplayer.button.mission2,Button1,mission2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opplayer.fit,game.mcl_cm_opplayer.button.mission3,Button2,mission3,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opplayer.fit,game.mcl_cm_opplayer.button.mission4,Button3,mission4,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_opplayer.fit,game.mcl_cm_opplayer.button.mission5,Button4,mission5,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_optutorials.fit,game.mcl_cm_optutorials.button.tutorial_1,Button0,tutorial 1,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_optutorials.fit,game.mcl_cm_optutorials.button.tutorial_2,Button1,tutorial 2,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_optutorials.fit,game.mcl_cm_optutorials.button.tutorial_3,Button2,tutorial 3,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_optutorials.fit,game.mcl_cm_optutorials.button.tutorial_4,Button3,tutorial 4,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_optutorials.fit,game.mcl_cm_optutorials.button.tutorial_5,Button4,tutorial 5,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_standinop.fit,game.mcl_cm_standinop.button.first_standin_button_for_mission_selection,Button0,first standin button for mission selection,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_standinop.fit,game.mcl_cm_standinop.button.second_standin_button_for_mission_selection,Button1,second standin button for mission selection,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_cm_standinop.fit,game.mcl_cm_standinop.button.third_standin_button_for_mission_selection,Button2,third standin button for mission selection,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialog.fit,game.mcl_dialog.button.cancel_button,Button0,cancel button,NO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialog.fit,game.mcl_dialog.button.okay_button,Button1,OKAY button,YES,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialog_edit.fit,game.mcl_dialog_edit.button.cancel_button,Button0,cancel button,NO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialog_edit.fit,game.mcl_dialog_edit.button.okay_button,Button1,OKAY button,YES,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialog_onebutton.fit,game.mcl_dialog_onebutton.button.cancel_okay_whatever_button,Button0,"cancel,okay, whatever button",NO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_dialoglegal.fit,game.mcl_dialoglegal.button.accept_button,Button0,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.mech_category_button,Button0,mech category button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.buildings_category_button,Button1,buildings category button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.vehicles,Button2,vehicles,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.weapons,Button3,weapons,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.personalities,Button4,personalities,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.history,Button5,history,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_en.fit,game.mcl_en.button.close_button,Button6,close button,CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.back_button,MechBayButton0,back button,BACK,NEXT,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.next_button,MechBayButton1,next button,NEXT,NEXT,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.add_mech_button,MechBayButton2,add mech button,ADD 'MECH,ADD 'MECH,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.remove_mech_button,MechBayButton3,remove mech button,REMOVE 'MECH,REMOVE 'MECH,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.main_menu_button,MechBayButton4,main menu button,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.change_weapons_button,MechBayButton5,change weapons button,MODIFY 'MECH,MODIFY 'MECH,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mb_layout.fit,game.mcl_mb_layout.button.purchase_mechs_button,MechBayButton6,purchase mechs button,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.accept_button,Button1,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.add_component_button,Button2,add component button,ADD,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.remove_component_button,Button3,remove component button,REMOVE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.main_menu_button,Button4,main menu button,MAIN MENU,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.ballistic_tab,Button5,ballistic tab,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.energy_tab,Button6,energy tab,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.missile_tab,Button7,missile tab,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc.fit,game.mcl_mc.button.heat_and_jump_jet_tab,Button8,heat and jump jet tab,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mc_combobox0.fit,game.mcl_mc_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mdollar.fit,game.mcl_mdollar.button.main_menu_button,Button0,main menu button,MAIN MENU,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mdollar.fit,game.mcl_mdollar.button.buy_button,Button1,buy button,BUY 'MECH,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mdollar.fit,game.mcl_mdollar.button.sell_button,Button2,sell button,SELL 'MECH,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mdollar.fit,game.mcl_mdollar.button.cancel_button,Button3,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mdollar.fit,game.mcl_mdollar.button.accept_button,Button4,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.start_new_campaign,Button0,start new campaign,NEW CAMPAIGN,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.load_game,Button1,load game,LOAD GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.save_game,Button2,save game,SAVE GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.multiplayer,Button3,multiplayer,MULTIPLAYER,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.return_to_game,Button4,return to game,RETURN TO GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.options,Button5,options,OPTIONS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.encyclopedia,Button6,encyclopedia,ENCYCLOPEDIA,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.exit,Button7,exit,EXIT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.skirmish,Button8,skirmish,SOLO MISSION,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mm.fit,game.mcl_mm.button.info_legalese_button,Button9,info legalese button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.main_menu_button,Button0,main menu button,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.play_button,Button1,play button,,PLAY,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.pause_button,Button2,PAUSE BUTTON,,PAUSE,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.stop_button,Button3,STOP BUTTON,,STOP,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.back_button,Button4,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mn.fit,game.mcl_mn.button.next_button,Button5,next button,NEXT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai.fit,game.mcl_mp_addai.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai.fit,game.mcl_mp_addai.button.accept_button,Button1,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai_combobox0.fit,game.mcl_mp_addai_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai_combobox1.fit,game.mcl_mp_addai_combobox1.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai_combobox2.fit,game.mcl_mp_addai_combobox2.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_addai_combobox3.fit,game.mcl_mp_addai_combobox3.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_chatwidget.fit,game.mcl_mp_chatwidget.button.help_chat_toggle,Button0,help/chat toggle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_chatwidget.fit,game.mcl_mp_chatwidget.button.toggle_up_down_state_button,Button1,toggle up/down state button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_chatwidget.fit,game.mcl_mp_chatwidget.button.toggle_chat_team_only_chat_all,Button2,toggle chat team only/chat all,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_connectiontype.fit,game.mcl_mp_connectiontype.button.main_menu_button,Button0,main menu button,MAIN MENU,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_connectiontype.fit,game.mcl_mp_connectiontype.button.internet_radio_button,Button1,internet radio button,INTERNET (ZONE.COM),,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_connectiontype.fit,game.mcl_mp_connectiontype.button.lan_radio_button,Button2,lan radio button,LOCAL NETWORK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_connectiontype.fit,game.mcl_mp_connectiontype.button.direct_tcp_ip_radio_button,Button3,direct tcp/ip radio button,INTERNET (DIRECT TCP/IP),,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_lan.fit,game.mcl_mp_contype_lan.button.go_to_lan_browser_button,Button0,"\""GO TO LAN BROWSER\"" button",GO TO LAN BROWSER,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_lan.fit,game.mcl_mp_contype_lan.button.host_game_button,Button1,"\""HOST GAME\"" button",HOST GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_modem.fit,game.mcl_mp_contype_modem.button.join_game_button,Button0,"\""JOIN GAME\"" button",BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_modem.fit,game.mcl_mp_contype_modem.button.host_game_button,Button0,"\""HOST GAME\"" button",BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_tcpip.fit,game.mcl_mp_contype_tcpip.button.join_game_button,Button0,"\""JOIN GAME\"" button",JOIN GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_tcpip.fit,game.mcl_mp_contype_tcpip.button.host_game_button,Button1,"\""HOST GAME\"" button",HOST GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_contype_zone.fit,game.mcl_mp_contype_zone.button.go_to_zone_button,Button0,"\""GO TO ZONE\"" button",GO TO THE ZONE,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgame.fit,game.mcl_mp_hostgame.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgame.fit,game.mcl_mp_hostgame.button.accept_button,Button1,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgame.fit,game.mcl_mp_hostgame.button.check_box_for_allow_all_technologies,Button2,check box for allow all technologies,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgamedialog.fit,game.mcl_mp_hostgamedialog.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgamedialog.fit,game.mcl_mp_hostgamedialog.button.save_button,Button1,save button.,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgamedialog_combobox0.fit,game.mcl_mp_hostgamedialog_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_hostgami_droplist0.fit,game.mcl_mp_hostgami_droplist0.button.down_triangle,ExpandButton,down triangle,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.main_menu,Button0,main menu,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.join_game,Button1,join game,JOIN,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.host_game,Button2,host game,HOST GAME,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.back_button,Button3,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.sort_by_locked_game,Button4,sort by locked game,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.sort_by_game_name,Button5,sort by game name,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.sort_by_players,Button6,sort by players,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.sort_by_map_name,Button7,sort by map name,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_lanbrowser.fit,game.mcl_mp_lanbrowser.button.sort_by_ping,Button8,sort by ping,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_loadmap.fit,game.mcl_mp_loadmap.button.cancel_button,Button0,cancel button,CANCEL,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_loadmap.fit,game.mcl_mp_loadmap.button.accept_button,Button1,accept button,ACCEPT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_mapinfo.fit,game.mcl_mp_mapinfo.button.close_button,Button0,Close button,CLOSE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem.fit,game.mcl_mp_modem.button.main_menu,Button0,main menu,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem.fit,game.mcl_mp_modem.button.join_game,Button1,join game,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem.fit,game.mcl_mp_modem.button.host_game,Button2,host game,BUY/SELL 'MECHS,BUY/SELL 'MECHS,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem.fit,game.mcl_mp_modem.button.back_button,Button3,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem_combobox0.fit,game.mcl_mp_modem_combobox0.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_modem_combobox1.fit,game.mcl_mp_modem_combobox1.button.button,ExpandButton,,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.main_menu_button,Button0,main menu button,MAIN MENU,MAIN MENU,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.load_map_button,Button1,load map button,LOAD MAP,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.map_info_button,Button2,map info button,MAP INFO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.up_button_arrow_for_map_info_cbills,Button3,up button arrow for map info cbills,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.down_arrow_button_for_map_info_cbills,Button4,down arrow button for map info cbills,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.up_button_arrow_for_map_info_time_limit,Button5,up button arrow for map info time limit,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.down_arrow_button_for_map_info_cbills_01,Button6,down arrow button for map info cbills,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.up_button_arrow_for_map_info_cbills_01,Button7,up button arrow for map info cbills,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.down_arrow_button_for_map_info_cbills_02,Button8,down arrow button for map info cbills,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_airstrikes,Button9,check box for airstrikes,AIRSTRIKE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_sensor_probe,Button10,check box for sensor probe,SENSOR PROBE,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_minelayers,Button11,check box for minelayers,MINELAYER,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_repair_vehicles,Button12,check box for repair vehicles,REPAIR TRUCK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.lock_game_button,Button13,lock game button,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.remove_player,Button14,remove player,,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_scouts,Button15,check box for scouts,SCOUT 'COPTER,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_recovery_team,Button16,check box for recovery team,SALVAGE CRAFT,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_guard_towers,Button17,check box for guard towers,FIXED ARTILLERY,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_resource_buildings,Button18,check box for resource buildings,RESOURCE BLDG,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_unlimited_ammo,Button19,check box for unlimited ammo,UNLIMITED AMMO,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_variants,Button20,check box for variants,NO VARIANTS,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.check_box_for_all_tech,Button21,check box for all tech,ALL TECH,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.use_quickstart_button,Button22,use quickstart button,USE QUICKSTART,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.back_button,Button23,back button,BACK,,false,,,,,true
data/defs/ui/packages/legacy_imgui/game/mcl_mp_param.fit,game.mcl_mp_param.button.next_button,Button24,next button,LAUNCH,NEXT,false,,,,,true
